county,state,state_abb,year,total_population
wadena county,minnesota,MN,2016,13550
wadena county,minnesota,MN,2017,13647
wadena county,minnesota,MN,2018,13723
wadena county,minnesota,MN,2019,13682
waseca county,minnesota,MN,2010,19145
waseca county,minnesota,MN,2011,19185
waseca county,minnesota,MN,2012,19176
waseca county,minnesota,MN,2013,19036
waseca county,minnesota,MN,2014,18925
waseca county,minnesota,MN,2015,18926
waseca county,minnesota,MN,2016,18783
waseca county,minnesota,MN,2017,18713
waseca county,minnesota,MN,2018,18664
waseca county,minnesota,MN,2019,18612
washington county,minnesota,MN,2010,238930
washington county,minnesota,MN,2011,241410
washington county,minnesota,MN,2012,243682
washington county,minnesota,MN,2013,245946
washington county,minnesota,MN,2014,248501
washington county,minnesota,MN,2015,250386
washington county,minnesota,MN,2016,252502
washington county,minnesota,MN,2017,255464
washington county,minnesota,MN,2018,258899
washington county,minnesota,MN,2019,262440
watonwan county,minnesota,MN,2010,11194
watonwan county,minnesota,MN,2011,11167
watonwan county,minnesota,MN,2012,11115
watonwan county,minnesota,MN,2013,11049
watonwan county,minnesota,MN,2014,10982
watonwan county,minnesota,MN,2015,11018
watonwan county,minnesota,MN,2016,11002
watonwan county,minnesota,MN,2017,10934
watonwan county,minnesota,MN,2018,11007
watonwan county,minnesota,MN,2019,10897
wilkin county,minnesota,MN,2010,6591
wilkin county,minnesota,MN,2011,6578
wilkin county,minnesota,MN,2012,6592
wilkin county,minnesota,MN,2013,6496
wilkin county,minnesota,MN,2014,6462
wilkin county,minnesota,MN,2015,6357
wilkin county,minnesota,MN,2016,6323
wilkin county,minnesota,MN,2017,6322
wilkin county,minnesota,MN,2018,6244
wilkin county,minnesota,MN,2019,6207
winona county,minnesota,MN,2010,51435
winona county,minnesota,MN,2011,51355
winona county,minnesota,MN,2012,51343
winona county,minnesota,MN,2013,51332
winona county,minnesota,MN,2014,51059
winona county,minnesota,MN,2015,50827
winona county,minnesota,MN,2016,50861
winona county,minnesota,MN,2017,50718
winona county,minnesota,MN,2018,50735
winona county,minnesota,MN,2019,50484
wright county,minnesota,MN,2010,125093
wright county,minnesota,MN,2011,126229
wright county,minnesota,MN,2012,127249
wright county,minnesota,MN,2013,128199
wright county,minnesota,MN,2014,129798
wright county,minnesota,MN,2015,130973
wright county,minnesota,MN,2016,132324
wright county,minnesota,MN,2017,134205
wright county,minnesota,MN,2018,136313
wright county,minnesota,MN,2019,138377
yellow medicine county,minnesota,MN,2010,10423
yellow medicine county,minnesota,MN,2011,10284
yellow medicine county,minnesota,MN,2012,10153
yellow medicine county,minnesota,MN,2013,10078
yellow medicine county,minnesota,MN,2014,9982
yellow medicine county,minnesota,MN,2015,9837
yellow medicine county,minnesota,MN,2016,9888
yellow medicine county,minnesota,MN,2017,9836
yellow medicine county,minnesota,MN,2018,9799
yellow medicine county,minnesota,MN,2019,9709
adams county,mississippi,MS,2010,32574
adams county,mississippi,MS,2011,32435
adams county,mississippi,MS,2012,32191
adams county,mississippi,MS,2013,32111
adams county,mississippi,MS,2014,32072
adams county,mississippi,MS,2015,31561
adams county,mississippi,MS,2016,31569
adams county,mississippi,MS,2017,31462
adams county,mississippi,MS,2018,31044
adams county,mississippi,MS,2019,30693
alcorn county,mississippi,MS,2010,37107
alcorn county,mississippi,MS,2011,37282
alcorn county,mississippi,MS,2012,37209
alcorn county,mississippi,MS,2013,37281
alcorn county,mississippi,MS,2014,37254
alcorn county,mississippi,MS,2015,37276
alcorn county,mississippi,MS,2016,37246
alcorn county,mississippi,MS,2017,37165
alcorn county,mississippi,MS,2018,36810
alcorn county,mississippi,MS,2019,36953
amite county,mississippi,MS,2010,13138
amite county,mississippi,MS,2011,13142
amite county,mississippi,MS,2012,12939
amite county,mississippi,MS,2013,12856
amite county,mississippi,MS,2014,12605
amite county,mississippi,MS,2015,12553
amite county,mississippi,MS,2016,12433
amite county,mississippi,MS,2017,12448
amite county,mississippi,MS,2018,12327
amite county,mississippi,MS,2019,12297
attala county,mississippi,MS,2010,19485
attala county,mississippi,MS,2011,19385
attala county,mississippi,MS,2012,19145
attala county,mississippi,MS,2013,19110
attala county,mississippi,MS,2014,18820
attala county,mississippi,MS,2015,18665
attala county,mississippi,MS,2016,18551
attala county,mississippi,MS,2017,18467
attala county,mississippi,MS,2018,18328
attala county,mississippi,MS,2019,18174
benton county,mississippi,MS,2010,8694
benton county,mississippi,MS,2011,8715
benton county,mississippi,MS,2012,8644
benton county,mississippi,MS,2013,8493
benton county,mississippi,MS,2014,8295
benton county,mississippi,MS,2015,8155
benton county,mississippi,MS,2016,8247
benton county,mississippi,MS,2017,8255
benton county,mississippi,MS,2018,8243
benton county,mississippi,MS,2019,8259
bolivar county,mississippi,MS,2010,34106
bolivar county,mississippi,MS,2011,33807
bolivar county,mississippi,MS,2012,33997
bolivar county,mississippi,MS,2013,33979
bolivar county,mississippi,MS,2014,33818
bolivar county,mississippi,MS,2015,33230
bolivar county,mississippi,MS,2016,32549
bolivar county,mississippi,MS,2017,31718
bolivar county,mississippi,MS,2018,31115
bolivar county,mississippi,MS,2019,30628
calhoun county,mississippi,MS,2010,14968
calhoun county,mississippi,MS,2011,14905
calhoun county,mississippi,MS,2012,14829
calhoun county,mississippi,MS,2013,14708
calhoun county,mississippi,MS,2014,14699
calhoun county,mississippi,MS,2015,14639
calhoun county,mississippi,MS,2016,14553
calhoun county,mississippi,MS,2017,14508
calhoun county,mississippi,MS,2018,14432
calhoun county,mississippi,MS,2019,14361
carroll county,mississippi,MS,2010,10602
carroll county,mississippi,MS,2011,10435
carroll county,mississippi,MS,2012,10400
carroll county,mississippi,MS,2013,10323
carroll county,mississippi,MS,2014,10235
carroll county,mississippi,MS,2015,10203
carroll county,mississippi,MS,2016,10186
carroll county,mississippi,MS,2017,10094
carroll county,mississippi,MS,2018,9920
carroll county,mississippi,MS,2019,9947
chickasaw county,mississippi,MS,2010,17440
chickasaw county,mississippi,MS,2011,17500
chickasaw county,mississippi,MS,2012,17502
chickasaw county,mississippi,MS,2013,17384
chickasaw county,mississippi,MS,2014,17404
chickasaw county,mississippi,MS,2015,17395
chickasaw county,mississippi,MS,2016,17224
chickasaw county,mississippi,MS,2017,17144
chickasaw county,mississippi,MS,2018,17100
chickasaw county,mississippi,MS,2019,17103
choctaw county,mississippi,MS,2010,8572
choctaw county,mississippi,MS,2011,8450
choctaw county,mississippi,MS,2012,8428
choctaw county,mississippi,MS,2013,8461
choctaw county,mississippi,MS,2014,8388
choctaw county,mississippi,MS,2015,8372
choctaw county,mississippi,MS,2016,8299
choctaw county,mississippi,MS,2017,8240
choctaw county,mississippi,MS,2018,8265
choctaw county,mississippi,MS,2019,8210
claiborne county,mississippi,MS,2010,9581
claiborne county,mississippi,MS,2011,9780
claiborne county,mississippi,MS,2012,9353
claiborne county,mississippi,MS,2013,9143
claiborne county,mississippi,MS,2014,9167
claiborne county,mississippi,MS,2015,9209
claiborne county,mississippi,MS,2016,9152
claiborne county,mississippi,MS,2017,9026
claiborne county,mississippi,MS,2018,9072
claiborne county,mississippi,MS,2019,8988
clarke county,mississippi,MS,2010,16727
clarke county,mississippi,MS,2011,16695
clarke county,mississippi,MS,2012,16529
clarke county,mississippi,MS,2013,16417
clarke county,mississippi,MS,2014,16276
clarke county,mississippi,MS,2015,16022
clarke county,mississippi,MS,2016,15896
clarke county,mississippi,MS,2017,15805
clarke county,mississippi,MS,2018,15585
clarke county,mississippi,MS,2019,15541
clay county,mississippi,MS,2010,20560
clay county,mississippi,MS,2011,20496
clay county,mississippi,MS,2012,20397
clay county,mississippi,MS,2013,20355
clay county,mississippi,MS,2014,20146
clay county,mississippi,MS,2015,20005
clay county,mississippi,MS,2016,19854
clay county,mississippi,MS,2017,19621
clay county,mississippi,MS,2018,19404
clay county,mississippi,MS,2019,19316
coahoma county,mississippi,MS,2010,26106
coahoma county,mississippi,MS,2011,25851
coahoma county,mississippi,MS,2012,25616
coahoma county,mississippi,MS,2013,25182
coahoma county,mississippi,MS,2014,24840
coahoma county,mississippi,MS,2015,24500
coahoma county,mississippi,MS,2016,23834
coahoma county,mississippi,MS,2017,23214
coahoma county,mississippi,MS,2018,22605
coahoma county,mississippi,MS,2019,22124
copiah county,mississippi,MS,2010,29434
copiah county,mississippi,MS,2011,29278
copiah county,mississippi,MS,2012,29047
copiah county,mississippi,MS,2013,28941
copiah county,mississippi,MS,2014,28977
copiah county,mississippi,MS,2015,28865
copiah county,mississippi,MS,2016,28647
copiah county,mississippi,MS,2017,28528
copiah county,mississippi,MS,2018,28400
copiah county,mississippi,MS,2019,28065
covington county,mississippi,MS,2010,19577
covington county,mississippi,MS,2011,19485
covington county,mississippi,MS,2012,19443
covington county,mississippi,MS,2013,19208
covington county,mississippi,MS,2014,19151
covington county,mississippi,MS,2015,19243
covington county,mississippi,MS,2016,19174
covington county,mississippi,MS,2017,19014
covington county,mississippi,MS,2018,18825
covington county,mississippi,MS,2019,18636
desoto county,mississippi,MS,2010,161778
desoto county,mississippi,MS,2011,164075
desoto county,mississippi,MS,2012,166426
desoto county,mississippi,MS,2013,168370
desoto county,mississippi,MS,2014,170760
desoto county,mississippi,MS,2015,173271
desoto county,mississippi,MS,2016,175721
desoto county,mississippi,MS,2017,179005
desoto county,mississippi,MS,2018,181932
desoto county,mississippi,MS,2019,184945
forrest county,mississippi,MS,2010,74941
forrest county,mississippi,MS,2011,75790
forrest county,mississippi,MS,2012,76412
forrest county,mississippi,MS,2013,76584
forrest county,mississippi,MS,2014,75822
forrest county,mississippi,MS,2015,75593
forrest county,mississippi,MS,2016,75564
forrest county,mississippi,MS,2017,75155
forrest county,mississippi,MS,2018,74912
forrest county,mississippi,MS,2019,74897
franklin county,mississippi,MS,2010,8110
franklin county,mississippi,MS,2011,7984
franklin county,mississippi,MS,2012,7901
franklin county,mississippi,MS,2013,7876
franklin county,mississippi,MS,2014,7775
franklin county,mississippi,MS,2015,7729
franklin county,mississippi,MS,2016,7709
franklin county,mississippi,MS,2017,7754
franklin county,mississippi,MS,2018,7758
franklin county,mississippi,MS,2019,7713
george county,mississippi,MS,2010,22655
george county,mississippi,MS,2011,22856
george county,mississippi,MS,2012,22915
george county,mississippi,MS,2013,23213
george county,mississippi,MS,2014,23321
george county,mississippi,MS,2015,23378
george county,mississippi,MS,2016,23645
george county,mississippi,MS,2017,23951
george county,mississippi,MS,2018,24110
george county,mississippi,MS,2019,24500
greene county,mississippi,MS,2010,14389
greene county,mississippi,MS,2011,14323
greene county,mississippi,MS,2012,14333
greene county,mississippi,MS,2013,14288
greene county,mississippi,MS,2014,14340
greene county,mississippi,MS,2015,13549
greene county,mississippi,MS,2016,13566
greene county,mississippi,MS,2017,13529
greene county,mississippi,MS,2018,13996
greene county,mississippi,MS,2019,13586
grenada county,mississippi,MS,2010,21835
grenada county,mississippi,MS,2011,21603
grenada county,mississippi,MS,2012,21614
grenada county,mississippi,MS,2013,21529
grenada county,mississippi,MS,2014,21596
grenada county,mississippi,MS,2015,21444
grenada county,mississippi,MS,2016,21219
grenada county,mississippi,MS,2017,21037
grenada county,mississippi,MS,2018,20984
grenada county,mississippi,MS,2019,20758
hancock county,mississippi,MS,2010,44089
hancock county,mississippi,MS,2011,44744
hancock county,mississippi,MS,2012,45263
hancock county,mississippi,MS,2013,45522
hancock county,mississippi,MS,2014,45980
hancock county,mississippi,MS,2015,46305
hancock county,mississippi,MS,2016,46643
hancock county,mississippi,MS,2017,46949
hancock county,mississippi,MS,2018,47278
hancock county,mississippi,MS,2019,47632
harrison county,mississippi,MS,2010,187859
harrison county,mississippi,MS,2011,191070
harrison county,mississippi,MS,2012,193540
harrison county,mississippi,MS,2013,196134
harrison county,mississippi,MS,2014,198340
harrison county,mississippi,MS,2015,200674
harrison county,mississippi,MS,2016,202504
harrison county,mississippi,MS,2017,204966
harrison county,mississippi,MS,2018,206284
harrison county,mississippi,MS,2019,208080
hinds county,mississippi,MS,2010,245720
hinds county,mississippi,MS,2011,248205
hinds county,mississippi,MS,2012,247997
hinds county,mississippi,MS,2013,246250
hinds county,mississippi,MS,2014,245291
hinds county,mississippi,MS,2015,244216
hinds county,mississippi,MS,2016,242176
hinds county,mississippi,MS,2017,239929
hinds county,mississippi,MS,2018,235824
hinds county,mississippi,MS,2019,231840
holmes county,mississippi,MS,2010,19405
holmes county,mississippi,MS,2011,19081
holmes county,mississippi,MS,2012,18919
holmes county,mississippi,MS,2013,18802
holmes county,mississippi,MS,2014,18510
holmes county,mississippi,MS,2015,18367
holmes county,mississippi,MS,2016,18017
holmes county,mississippi,MS,2017,17849
holmes county,mississippi,MS,2018,17444
holmes county,mississippi,MS,2019,17010
humphreys county,mississippi,MS,2010,9334
humphreys county,mississippi,MS,2011,9315
humphreys county,mississippi,MS,2012,9211
humphreys county,mississippi,MS,2013,8963
humphreys county,mississippi,MS,2014,8793
humphreys county,mississippi,MS,2015,8705
humphreys county,mississippi,MS,2016,8588
humphreys county,mississippi,MS,2017,8333
humphreys county,mississippi,MS,2018,8256
humphreys county,mississippi,MS,2019,8064
issaquena county,mississippi,MS,2010,1386
issaquena county,mississippi,MS,2011,1388
issaquena county,mississippi,MS,2012,1396
issaquena county,mississippi,MS,2013,1406
issaquena county,mississippi,MS,2014,1387
issaquena county,mississippi,MS,2015,1337
issaquena county,mississippi,MS,2016,1326
issaquena county,mississippi,MS,2017,1341
issaquena county,mississippi,MS,2018,1307
issaquena county,mississippi,MS,2019,1327
itawamba county,mississippi,MS,2010,23419
itawamba county,mississippi,MS,2011,23269
itawamba county,mississippi,MS,2012,23299
itawamba county,mississippi,MS,2013,23373
itawamba county,mississippi,MS,2014,23397
itawamba county,mississippi,MS,2015,23543
itawamba county,mississippi,MS,2016,23416
itawamba county,mississippi,MS,2017,23499
itawamba county,mississippi,MS,2018,23461
itawamba county,mississippi,MS,2019,23390
jackson county,mississippi,MS,2010,139469
jackson county,mississippi,MS,2011,140029
jackson county,mississippi,MS,2012,139949
jackson county,mississippi,MS,2013,140324
jackson county,mississippi,MS,2014,141432
jackson county,mississippi,MS,2015,141354
jackson county,mississippi,MS,2016,141535
jackson county,mississippi,MS,2017,142246
jackson county,mississippi,MS,2018,143127
jackson county,mississippi,MS,2019,143617
jasper county,mississippi,MS,2010,17018
jasper county,mississippi,MS,2011,16862
jasper county,mississippi,MS,2012,16564
jasper county,mississippi,MS,2013,16496
jasper county,mississippi,MS,2014,16536
